Location,Date,Story,Latitude,Longitude,URL
Vale of Glamorgan ,"Thu, 09 Apr 2015 20:51:53 +0000","Vale of Glamorgan - Dinas Powys, Sully, Rhoose, Wenvoe and St Athan to be volunteer run.",51.4468699,-3.39452507987608,"
		
		http://www.publiclibrariesnews.com/2015/04/subsidy-loss-read-on-get-on.html
		
		
		
				

		
		
				
			
		
		"
Cornwall ,"Mon, 06 Apr 2015 20:37:06 +0000","Cornwall - Considering passing service to trust, merging with Devon, passing to volunteers.  Consultation.",50.416667,-4.75,"
		
		http://www.publiclibrariesnews.com/2015/04/dont-look-at-the-man-behind-the-curtain.html
		
		
		
				

		
		
				
			
		
		"
Hull ,"Mon, 06 Apr 2015 20:37:06 +0000",Hull - Libraries formally handed over to Hull Culture and Leisure Trust (HCAL).  Weddings to take place in Central Library.,53.7657076,-0.3370322,"
		
		http://www.publiclibrariesnews.com/2015/04/dont-look-at-the-man-behind-the-curtain.html
		
		
		
				

		
		
				
			
		
		"
Liverpool ,"Mon, 06 Apr 2015 20:37:06 +0000",Liverpool - Pop-up library in Belle Vale Shopping Centre. Little Libraries to be set up throughout city. ,53.4054719,-2.9805393,"
		
		http://www.publiclibrariesnews.com/2015/04/dont-look-at-the-man-behind-the-curtain.html
		
		
		
				

		
		
				
			
		
		"
Birmingham ,"Tue, 14 Apr 2015 20:31:37 +0000","Birmingham - Tyburn Library transferred to Castle Vale Tenants and Residents Alliance (CVTRA) (1 paid member of staff, others are volunteers)",52.4813679,-1.8980726,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Conwy ,"Tue, 14 Apr 2015 20:31:37 +0000",Conwy – Will continue with NE Wales School Libraries Service until closure: will be supplied until March 2016.,53.14642505,-3.75913454221729,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Wrexham ,"Tue, 14 Apr 2015 20:31:37 +0000","Wrexham – Withdrew from NE Wales School Libraries Service, effective end of March 2015.",53.0465068,-2.9938137,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Denbighshire ,"Tue, 14 Apr 2015 20:31:37 +0000",Denbighshire – ceased funding of NE Wales School Libraries Service (to end July 2015) after withdrawal of Wrexham.,53.10926355,-3.36655568537762,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Northumberland ,"Tue, 14 Apr 2015 20:31:37 +0000",Northumberland - Hexham Library may move/be smaller to be co-located with other council services.,55.25,-2.000559,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Flintshire ,"Tue, 14 Apr 2015 20:31:37 +0000",Flintshire - ceased funding of NE Wales School Libraries Service (to end July 2015) after withdrawal of Wrexham.,53.2173046,-3.14131466709273,"
		
		http://www.publiclibrariesnews.com/2015/04/party-manifestos-tories-mention-libraries-in-2-or-3-sentences-labour-and-greens-not-at-all.html
		
		
		
				

		
		
				
			
		
		"
Enfield  ,"Thu, 16 Apr 2015 21:25:15 +0000","Enfield  - 13 out of 17 under threat: Mobile library service may end.  Four libraries safe (Enfield Town, Palmers Green, Edmonton Green and Ordnance Road, in Enfield Lock) but up to 12 others may be passed to volunteers or closed.",51.6517122,-0.0832141,"
		
		http://www.publiclibrariesnews.com/2015/04/lib-dems-and-green-manifesto-mentions-big-cuts-in-enfield-and-trafford.html
		
		
		
				

		
		
				
			
		
		"
Nottingham ,"Thu, 16 Apr 2015 21:25:15 +0000",Nottingham - Strelley Road Library now closed: will be demolished and become part of co-located service from 2017.,52.9549771,-1.1511066,"
		
		http://www.publiclibrariesnews.com/2015/04/lib-dems-and-green-manifesto-mentions-big-cuts-in-enfield-and-trafford.html
		
		
		
				

		
		
				
			
		
		"
Trafford ,"Thu, 16 Apr 2015 21:25:15 +0000","Trafford - Bowfell will close 27 April, Davyhulme will close 3 May, Woodsend fewer staff but Open+ may maintain hours, Lostock will transfer to college (school library with public access), Coppice will be transferred to BlueSCI mental health and wellbeing group, Timperley will reduce in size and be part of GP surgery, Hale will be sold to private developer who will need to maintain library for two years.",53.4189014,-2.35946945066462,"
		
		http://www.publiclibrariesnews.com/2015/04/lib-dems-and-green-manifesto-mentions-big-cuts-in-enfield-and-trafford.html
		
		
		
				

		
		
				
			
		
		"
Peterborough ,"Thu, 23 Apr 2015 19:33:18 +0000",Peterborough - 15 voluntary redundancies mean compulsory redundancies not required. ,52.5738875,-0.2416701,"
		
		http://www.publiclibrariesnews.com/2015/04/new-worlds-and-growls.html
		
		
		
				

		
		
				
			
		
		"
Sheffield ,"Thu, 23 Apr 2015 19:33:18 +0000","Sheffield - Plans for Woodseats Library to be closed, with the land being redeveloped into joint library/medical centre/pharmacy.",53.3806626,-1.4702278,"
		
		http://www.publiclibrariesnews.com/2015/04/new-worlds-and-growls.html
		
		
		
				

		
		
				
			
		
		"
St Helens ,"Fri, 01 May 2015 12:57:09 +0000",St Helens - 22 out of 96 posts to be lost. £270k cut. ,53.4535471,-2.7343231,"
		
		http://www.publiclibrariesnews.com/2015/05/alan-gibbons-private-eye-calls-ed-vaizey-out-on-figures-the-scl-and-obama-cares.html
		
		
		
				

		
		
				
			
		
		"
Cardiff ,"Mon, 04 May 2015 19:00:24 +0000","Cardiff - Central Library temporarily closed for refurbishment including co-located city centre &#34;advice hub&#34;, new teenage and &#34;performance&#34; areas.",51.4835299,-3.1836873,"
		
		http://www.publiclibrariesnews.com/2015/05/ed-vaizey-agrees-to-defend-his-record-if-hes-around-long-enough.html
		
		
		
				

		
		
				
			
		
		"
Shropshire ,"Mon, 04 May 2015 19:00:24 +0000",Shropshire - Campaigners take legal action against proposed move of Church Stretton Library. ,52.6523129,-2.6437490954116,"
		
		http://www.publiclibrariesnews.com/2015/05/ed-vaizey-agrees-to-defend-his-record-if-hes-around-long-enough.html
		
		
		
				

		
		
				
			
		
		"
Cardiff ,"Sun, 10 May 2015 19:42:57 +0000",Cardiff - Central Library to receive 3D printer as part of £150k grant from Welsh Government.,51.4835299,-3.1836873,"
		
		http://www.publiclibrariesnews.com/2015/05/five-more-years-new-boss-same-as-the-old-boss.html
		
		
		
				

		
		
				
			
		
		"
North Yorkshire ,"Sun, 10 May 2015 19:42:57 +0000",North Yorkshire - Richmond tourist information centre moves into library.,54.09069075,-1.53423028079955,"
		
		http://www.publiclibrariesnews.com/2015/05/five-more-years-new-boss-same-as-the-old-boss.html
		
		
		
				

		
		
				
			
		
		"
Gwynedd ,"Sun, 10 May 2015 19:42:57 +0000",Gwynedd - £250k upgrade of Porthmadog Library due to Welsh Government grant.,52.833333,-3.916667,"
		
		http://www.publiclibrariesnews.com/2015/05/five-more-years-new-boss-same-as-the-old-boss.html
		
		
		
				

		
		
				
			
		
		"
Hertfordshire ,"Sun, 10 May 2015 19:42:57 +0000",Hertfordshire - 7 (out of 7) mobile libraries to be withdrawn. ,51.8400523,-0.0978551422452396,"
		
		http://www.publiclibrariesnews.com/2015/05/five-more-years-new-boss-same-as-the-old-boss.html
		
		
		
				

		
		
				
			
		
		"
Cardiff ,"Tue, 12 May 2015 20:41:21 +0000","Cardiff - Roath Library to be closed and sold off, with £40k to go into &#34;library provision for the area&#34;.",51.4835299,-3.1836873,"
		
		http://www.publiclibrariesnews.com/2015/05/literally-taking-the-cake-ed-vaizey-continues-under-new-boss-john-whittingdale.html
		
		
		
				

		
		
				
			
		
		"
Wiltshire ,"Sun, 17 May 2015 20:59:45 +0000","Wiltshire - 2 out of 4 mobile libraries to be withdrawn. 2.5 mile limit for stops, frequency halved.",51.25,-1.916667,"
		
		http://www.publiclibrariesnews.com/2015/05/calm-ish.html
		
		
		
				

		
		
				
			
		
		"
Brent ,"Sun, 17 May 2015 20:59:45 +0000",Brent - Library visits up 40% (now 2 million). ,51.5363916,-0.2878064,"
		
		http://www.publiclibrariesnews.com/2015/05/calm-ish.html
		
		
		
				

		
		
				
			
		
		"
Harrow ,"Tue, 19 May 2015 19:42:29 +0000",Harrow - New Harrow central library confirmed with lego studio: 4 libraries will close on June 13. ,51.581091,-0.337475,"
		
		http://www.publiclibrariesnews.com/2015/05/the-most-beautiful-library-view-in-the-world.html
		
		
		
				

		
		
				
			
		
		"
Bromley ,"Thu, 21 May 2015 20:23:17 +0000","Bromley - Burnt Ash, Hayes, Mottingham, Shortlands, Southborough and St Paul’s Cray to be &#34;community-managed&#34;",51.4028046,0.0148142,"
		
		http://www.publiclibrariesnews.com/2015/05/south-ayrshire-bromley-and-a-herts-attack.html
		
		
		
				

		
		
				
			
		
		"
South Ayrshire ,"Thu, 21 May 2015 20:23:17 +0000",South Ayrshire - &#34;All libraries may close&#34; 14 buildings and 1 mobile under threat. ,55.299818,-4.64598826701613,"
		
		http://www.publiclibrariesnews.com/2015/05/south-ayrshire-bromley-and-a-herts-attack.html
		
		
		
				

		
		
				
			
		
		"
South Lanarkshire ,"Thu, 21 May 2015 20:23:17 +0000",South Lanarkshire - Calderwood Library to close.,55.583333,-3.833333,"
		
		http://www.publiclibrariesnews.com/2015/05/south-ayrshire-bromley-and-a-herts-attack.html
		
		
		
				

		
		
				
			
		
		"
Newcastle ,"Sun, 24 May 2015 20:58:06 +0000",Newcastle - Fawdon Library taken over by volunteers to avoid closure.,54.9770924,-1.6142059,"
		
		http://www.publiclibrariesnews.com/2015/05/the-south-west-has-all-the-best-library-views.html
		
		
		
				

		
		
				
			
		
		"
Staffordshire ,"Sun, 24 May 2015 20:58:06 +0000",Staffordshire - £350k cut to mobile libraries. 143 stops cut. 4 out of 6 mobiles withdrawn.,52.8247017,-2.00744916467769,"
		
		http://www.publiclibrariesnews.com/2015/05/the-south-west-has-all-the-best-library-views.html
		
		
		
				

		
		
				
			
		
		"
Gwynedd ,"Sun, 31 May 2015 20:09:22 +0000",Gwynedd - Porthmadog Library may move into leisure centre to save money.,52.90787985,-3.83342359061536,"
		
		http://www.publiclibrariesnews.com/2015/05/cilips-and-lincolnshire-one-full-week-of-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Lincolnshire ,"Sun, 31 May 2015 20:09:22 +0000","Lincolnshire - Six bidders for libraries include  (1) Compass Point Business Services (private company with experience in councils), (2) GLL Greenwich Leisure Limited (non-profit already running public libraries elsewhere), (3) LITC Leisure in the Community (non–profit running some council services), (4) Lincs Inspire (non-profit running Lesiure and Libraries already for NE Lincs, (5) Vision (non-profit running Lesiure and Libraries in Redbridge, Vivacity (non-profit running Lesiure and Libraries in Peterborough).",53.166667,-0.25,"
		
		http://www.publiclibrariesnews.com/2015/05/cilips-and-lincolnshire-one-full-week-of-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Vale of Glamorgan ,"Sun, 31 May 2015 20:09:22 +0000",Vale of Glamorgan - Changes in Barry and Penarth opening hours following consultation.,51.4468699,-3.39452507987608,"
		
		http://www.publiclibrariesnews.com/2015/05/cilips-and-lincolnshire-one-full-week-of-public-libraries-news.html
		
		
		
				

		
		
				
			
		
		"
Cambridgeshire ,"Tue, 02 Jun 2015 19:13:18 +0000",Cambridgeshire - Confirmed Third Floor or Central Library to be rented out as &#34;enterprise centre&#34;. ,52.333333,0.083333,"
		
		http://www.publiclibrariesnews.com/2015/06/scottish-national-library-strategy-north-yorks-deep-cuts-cambridge-central.html
		
		
		
				

		
		
				
			
		
		"
Newham ,"Tue, 02 Jun 2015 19:13:18 +0000","Newham - Gate Library reopens after refurb inc. café, wifi, community space and digital displays.",55.5491634,-1.7253069,"
		
		http://www.publiclibrariesnews.com/2015/06/scottish-national-library-strategy-north-yorks-deep-cuts-cambridge-central.html
		
		
		
				

		
		
				
			
		
		"
Newport ,"Tue, 02 Jun 2015 19:13:18 +0000","Newport - Maindee and Carnegie Library may close, Central Library service will reduce from two floors to one (with combined museum/library staff): £103k cut 2016/17. Decision on June 8th.",51.5882332,-2.9974967,"
		
		http://www.publiclibrariesnews.com/2015/06/scottish-national-library-strategy-north-yorks-deep-cuts-cambridge-central.html
		
		
		
				

		
		
				
			
		
		"
North Yorkshire ,"Tue, 02 Jun 2015 19:13:18 +0000","North Yorkshire - Original cut of £4.23m reduced by £175k. Libraries to be in 3 tiers: (1) &#34;core&#34; (the 7 biggest Harrogate, Malton, Northallerton, Richmond, Scarborough, Selby and Skipton) will retain 60% paid staff (with rest hoped to be made up by volunteers) / (2) &#34;hybrid&#34; (Filey, Knaresborough, Pickering, Ripon, and Whitby) will retain 40% paid staff (with rest taken up by volunteers) / (3) &#34;community-managed&#34; will receive bookstock and IT bit will be split into two with &#34;highest performing&#34; ( Catterick; Colburn; Crosshills; Easingwold; Eastfield; Sherburn; Stokesley and Thirsk) with 12-15 hours of one paid library worker per week and rest ( Bedale, Bentham, Boroughbridge,  Helmsley, Ingleton, Kirkbymoorside, Leyburn, Norton, Pateley Bridge, Scalby, Settle, Starbeck and Tadcaster ) will get one paid library worker for 5-7 hours per week . To be confirmed 7th July.",54.09069075,-1.53423028079955,"
		
		http://www.publiclibrariesnews.com/2015/06/scottish-national-library-strategy-north-yorks-deep-cuts-cambridge-central.html
		
		
		
				

		
		
				
			
		
		"
Isle of Wight ,"Thu, 04 Jun 2015 20:15:26 +0000","Isle of Wight - Ventnor to become volunteer, with one paid (23 per hours) paid worker if town council agrees to pay running costs.",50.6710482,-1.33271101331995,"
		
		http://www.publiclibrariesnews.com/2015/06/the-government-will-those-who-help-themselves.html
		
		
		
				

		
		
				
			
		
		"
Northamptonshire ,"Thu, 04 Jun 2015 20:15:26 +0000","Northamptonshire - Libraries may become part of Wellbeing Community Interest Company along with other council services and those currently run by Northamptonshire Healthcare NHS Foundation Trust and the University of Northampton (inc. dieticians, smoking cessation advisors, befrienders and debt advisors).",52.25,-0.833333,"
		
		http://www.publiclibrariesnews.com/2015/06/the-government-will-those-who-help-themselves.html
		
		
		
				

		
		
				
			
		
		"
Blaenau Gwent ,"Sun, 07 Jun 2015 16:56:10 +0000","Blaenau Gwent - Brynmawr Library will close, with service being moved to adult learning centre. Town council contributes £4k to £20k cost for move.",51.75339305,-3.18490886695136,"
		
		http://www.publiclibrariesnews.com/2015/06/another-window-dressing-review-and-more-on-the-increasingly-disastrous-cambridge-enterprise-centre.html
		
		
		
				

		
		
				
			
		
		"
Flintshire ,"Thu, 11 Jun 2015 18:55:47 +0000","Flintshire - Confirmed Hawarden, Mancot and Queensferry will close. ",53.2173046,-3.14131466709273,"
		
		http://www.publiclibrariesnews.com/2015/06/wales-feels-the-pinch-scl-and-ascel-positivity.html
		
		
		
				

		
		
				
			
		
		"
Newport ,"Thu, 11 Jun 2015 18:55:47 +0000","Newport - Confirmed Maindee and Carnegie will close, Central will be reduced 9 full-time posts lost. ",51.5882332,-2.9974967,"
		
		http://www.publiclibrariesnews.com/2015/06/wales-feels-the-pinch-scl-and-ascel-positivity.html
		
		
		
				

		
		
				
			
		
		"
Lincolnshire ,"Thu, 11 Jun 2015 18:55:47 +0000",Lincolnshire - Caister Library loses paid library staff: now run entirely by Heritage Centre staff and volunteers. ,53.166667,-0.25,"
		
		http://www.publiclibrariesnews.com/2015/06/wales-feels-the-pinch-scl-and-ascel-positivity.html
		
		
		
				

		
		
				
			
		
		"
Kensington and Chelsea ,"Sun, 14 Jun 2015 16:05:22 +0000","Kensington and Chelsea - North Kensington Library to move to Lancaster Youth Centre, with old site being commercially leased.",51.4989948,-0.1991229,"
		
		http://www.publiclibrariesnews.com/2015/06/library-stereotypes-in-the-national-media-the-volunteer-dilemma.html
		
		
		
				

		
		
				
			
		
		"
Warwickshire ,"Sun, 14 Jun 2015 16:05:22 +0000",Warwickshire - Volunteer library issues halved (down 46%) since leaving council control. ,52.333333,-1.583333,"
		
		http://www.publiclibrariesnews.com/2015/06/library-stereotypes-in-the-national-media-the-volunteer-dilemma.html
		
		
		
				

		
		
				
			
		
		"
Harrow ,"Tue, 16 Jun 2015 22:22:04 +0000","Harrow - 4 libraries – Bob Lawrence, Hatch End, Rayners Lane and North Harrow libraries  – closed on June 13th. ",51.581091,-0.337475,"
		
		http://www.publiclibrariesnews.com/2015/06/legal-action-against-the-dcms-over-cuts-to-public-libraries-appeal-for-information.html
		
		
		
				

		
		
				
			
		
		"
Milton Keynes ,"Tue, 16 Jun 2015 22:22:04 +0000",Milton Keynes – Library review begins. ,52.0429797,-0.7589607,"
		
		http://www.publiclibrariesnews.com/2015/06/legal-action-against-the-dcms-over-cuts-to-public-libraries-appeal-for-information.html
		
		
		
				

		
		
				
			
		
		"
